ref,Chargescomprises:,Classeénergie:,Codepostal:,GES:,Loyermensuel:,Meublé/Nonmeublé:,Pièces:,Référence:,Surface:,Typedebien:,Ville:,ref
691949117,Non,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),453.0,Non meublé,3,,60 m,Appartement,Rennes,691949117
701711352,,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),430.0,Non meublé,3,,50 m,Appartement,Rennes,701711352
701652801,,Vierge,35000,Vierge,815.0,Non meublé,4,,90 m,Appartement,Rennes,701652801
701643319,,F (de 331 &agrave; 450),35000,G (de 81 &agrave; 110),620.0,Non meublé,4,,68 m,Appartement,Rennes,701643319
701635978,,C (de 91 &agrave; 150),35000,B (de 6 &agrave; 10),1240.0,Non meublé,5,,120 m,Appartement,Rennes,701635978
645114388,Oui,,35000,,560.0,Non meublé,2,2788_9746362,42 m,Appartement,Rennes,645114388
701610035,,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),730.0,Non meublé,5,,86 m,Appartement,Rennes,701610035
701571417,,,35000,,240.0,Meublé,,,70 m,Appartement,Rennes,701571417
679751475,,,35000,,380.0,Non meublé,1,londres,32 m,Appartement,Rennes,679751475
701527127,Non,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),680.0,Non meublé,3,loc51,72 m,Appartement,Rennes,701527127
701505349,,D (de 151 &agrave; 230),35000,,520.0,Non meublé,3,,40 m,Appartement,Rennes,701505349
701470017,Oui,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),345.0,Non meublé,1,len60576,16 m,Appartement,Rennes,701470017
701466703,,,35000,,596.0,,2,,43 m,Appartement,Rennes,701466703
645114390,Oui,C (de 91 &agrave; 150),35000,C (de 11 &agrave; 20),530.0,Non meublé,2,60424_6355451,42 m,Appartement,Rennes,645114390
701432524,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),1353.0,Non meublé,6,11792v,135 m,Appartement,Rennes,701432524
701432486,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),745.0,Non meublé,3,12305v-20-m-4,61 m,Appartement,Rennes,701432486
701407953,,,35000,,530.0,,2,,30 m,Appartement,Rennes,701407953
701432513,Oui,,35000,,1300.0,Non meublé,5,ng1500,97 m,Appartement,Rennes,701432513
701432487,Oui,D (de 151 &agrave; 230),35000,C (de 11 &agrave; 20),686.0,Non meublé,4,7907,76 m,Appartement,Rennes,701432487
644977026,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),660.0,Non meublé,3,g1555cs,65 m,Appartement,Rennes,644977026
701364348,Non,D (de 151 &agrave; 230),35000,,600.0,Non meublé,3,,60 m,Appartement,Rennes,701364348
701341773,Oui,B (de 51 &agrave; 90),35000,D (de 21 &agrave; 35),670.0,Non meublé,3,des60667,55 m,Appartement,Rennes,701341773
665085875,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),658.0,Non meublé,3,ges07850871-95,59 m,Appartement,Rennes,665085875
701432497,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),562.0,Non meublé,2,13551,42 m,Appartement,Rennes,701432497
701315209,Oui,,35000,,535.0,Non meublé,1,040.14,35 m,Appartement,Rennes,701315209
701228667,,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),450.0,Meublé,1,,12 m,Appartement,Rennes,701228667
649812414,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),660.0,Non meublé,2,g1737cs,67 m,Appartement,Rennes,649812414
701227942,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),650.0,Non meublé,3,19134,65 m,Appartement,Rennes,701227942
644673159,Oui,,35000,,668.0,Non meublé,3,b34rennes-2232963,61 m,Appartement,Rennes,644673159
701175248,Oui,D (de 151 &agrave; 230),35000,,723.0,,3,60778,81 m,Appartement,Rennes,701175248
701235049,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),564.0,Non meublé,2,8996divgibv,38 m,Appartement,Rennes,701235049
644502430,Oui,F (de 331 &agrave; 450),35000,,494.0,Non meublé,2,ges16040719-227,36 m,Appartement,Rennes,644502430
700977037,Non,D (de 151 &agrave; 230),35000,,500.0,Non meublé,3,,55 m,Appartement,Rennes,700977037
700970549,Oui,,35000,,450.0,,2,g00361346,26 m,Appartement,Rennes,700970549
700972132,Non,D (de 151 &agrave; 230),35000,,580.0,Non meublé,3,,58 m,Appartement,Rennes,700972132
700973161,Oui,,35000,,650.0,,2,hg60708,47 m,Appartement,Rennes,700973161
644722700,Oui,F (de 331 &agrave; 450),35000,G (de 81 &agrave; 110),595.0,Non meublé,3,fl0428133,51 m,Appartement,Rennes,644722700
700920078,,B (de 51 &agrave; 90),35000,D (de 21 &agrave; 35),495.0,Non meublé,2,,55 m,Appartement,Rennes,700920078
700918920,,,35000,,570.0,,2,,55 m,Appartement,Rennes,700918920
700985869,Oui,,35000,,692.0,,3,g00361302,61 m,Appartement,Rennes,700985869
701025310,Oui,D (de 151 &agrave; 230),35000,C (de 11 &agrave; 20),640.0,Non meublé,3,ofw-6138-13387-j,65 m,Appartement,Rennes,701025310
644354192,Oui,D (de 151 &agrave; 230),35000,,592.0,,3,vav-107919-cr,63 m,Appartement,Rennes,644354192
700970530,Oui,,35000,,660.0,Non meublé,2,g00360584,54 m,Appartement,Rennes,700970530
701107288,Oui,E (de 231 &agrave; 330),35000,,380.0,,1,g00269055,12 m,Appartement,Rennes,701107288
700970558,Oui,,35000,,415.0,,2,g00360196,25 m,Appartement,Rennes,700970558
701022469,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),690.0,Non meublé,3,11417v,63 m,Appartement,Rennes,701022469
692157183,,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),452.0,Non meublé,2,,30 m,Appartement,Rennes,692157183
700662743,,Vierge,35000,Vierge,728.0,Non meublé,5,,79 m,Appartement,Rennes,700662743
664498185,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),410.0,Non meublé,1,g6714am,25 m,Appartement,Rennes,664498185
682817971,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),543.0,Non meublé,2,g2099ab,42 m,Appartement,Rennes,682817971
399923128,Oui,C (de 91 &agrave; 150),35000,B (de 6 &agrave; 10),475.0,,2,g00162341,34 m,Appartement,Rennes,399923128
664567490,Oui,D (de 151 &agrave; 230),35000,F (de 56 &agrave; 80),640.0,,2,019-2838,54 m,Appartement,Rennes,664567490
664498151,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),900.0,Non meublé,5,g6114am,101 m,Appartement,Rennes,664498151
682694183,Oui,E (de 231 &agrave; 330),35000,,535.0,Non meublé,2,62199,50 m,Appartement,Rennes,682694183
682696199,Oui,F (de 331 &agrave; 450),35000,,510.0,Non meublé,2,64082,42 m,Appartement,Rennes,682696199
664498143,Oui,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),479.0,Non meublé,1,g3714am,38 m,Appartement,Rennes,664498143
644085586,Oui,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),1050.0,,3,60950,62 m,Appartement,Rennes,644085586
655844112,Oui,D (de 151 &agrave; 230),35000,,420.0,,1,g00162814,23 m,Appartement,Rennes,655844112
664498095,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),553.0,Non meublé,2,g7514am,25 m,Appartement,Rennes,664498095
644081760,Oui,F (de 331 &agrave; 450),35000,G (de 81 &agrave; 110),564.0,,4,20084154,68 m,Appartement,Rennes,644081760
323900181,Oui,F (de 331 &agrave; 450),35000,G (de 81 &agrave; 110),415.0,Non meublé,1,ges13171768,35 m,Appartement,Rennes,323900181
644006028,Oui,D (de 151 &agrave; 230),35000,,534.0,Non meublé,2,60573,34 m,Appartement,Rennes,644006028
682696185,Oui,D (de 151 &agrave; 230),35000,,481.0,Non meublé,2,62030,28 m,Appartement,Rennes,682696185
620978231,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),555.0,Non meublé,2,ft-733,35 m,Appartement,Rennes,620978231
664498092,Oui,F (de 331 &agrave; 450),35000,F (de 56 &agrave; 80),485.0,Non meublé,1,g6814am,24 m,Appartement,Rennes,664498092
664498022,Oui,,35000,,497.0,Non meublé,2,g3314am,30 m,Appartement,Rennes,664498022
700353547,Oui,C (de 91 &agrave; 150),35000,,836.0,Non meublé,4,3012,84 m,Appartement,Rennes,700353547
700291800,,B (de 51 &agrave; 90),35000,A (moins de 5),550.0,,4,,95 m,Appartement,Rennes,700291800
700169827,,,35000,,520.0,Non meublé,3,,58 m,Appartement,Rennes,700169827
679114142,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),708.0,Non meublé,3,g600ab,59 m,Appartement,Rennes,679114142
700221421,,D (de 151 &agrave; 230),35000,C (de 11 &agrave; 20),551.0,Non meublé,3,,60 m,Appartement,Rennes,700221421
700201076,,,35000,,490.0,Non meublé,2,,35 m,Appartement,Rennes,700201076
620838073,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),710.0,,3,mb0245-10,72 m,Appartement,Rennes,620838073
650103819,Oui,E (de 231 &agrave; 330),35000,,393.0,,1,g00161872,26 m,Appartement,Rennes,650103819
682467177,Oui,C (de 91 &agrave; 150),35000,,912.0,Non meublé,4,ges12320001-227,83 m,Appartement,Rennes,682467177
620820094,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),670.0,Non meublé,3,1279_6286344,71 m,Appartement,Rennes,620820094
620592931,Oui,E (de 231 &agrave; 330),35000,,540.0,,2,g00163857,45 m,Appartement,Rennes,620592931
640944888,Oui,,35000,,763.0,,4,003-1962,75 m,Appartement,Rennes,640944888
691338727,,A (moins de 50),35000,A (moins de 5),360.0,Meublé,2,,26 m,Appartement,Rennes,691338727
664181206,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),445.0,,1,6284,35 m,Appartement,Rennes,664181206
697206995,,,35000,,800.0,Non meublé,4,,57 m,Appartement,Rennes,697206995
646445901,Oui,D (de 151 &agrave; 230),35000,,650.0,Non meublé,,t4lb,,Appartement,Rennes,646445901
643712531,Oui,D (de 151 &agrave; 230),35000,,530.0,Non meublé,2,60606,55 m,Appartement,Rennes,643712531
643739401,Oui,E (de 231 &agrave; 330),35000,,705.0,Non meublé,3,63097,60 m,Appartement,Rennes,643739401
699985182,,D (de 151 &agrave; 230),35000,,530.0,Non meublé,2,,35 m,Appartement,Rennes,699985182
699960629,,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),605.0,Non meublé,3,,60 m,Appartement,Rennes,699960629
697259887,,,35000,,640.0,Non meublé,2,,42 m,Appartement,Rennes,697259887
663844910,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),570.0,Non meublé,2,ges30621398,50 m,Appartement,Rennes,663844910
682249853,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),490.0,Non meublé,2,ges30070035,46 m,Appartement,Rennes,682249853
699852418,,,35000,,295.0,Non meublé,1,,12 m,Appartement,Rennes,699852418
699840870,,E (de 231 &agrave; 330),35000,E (de 36 &agrave; 55),762.0,Non meublé,3,,62 m,Appartement,Rennes,699840870
699829000,,D (de 151 &agrave; 230),35000,C (de 11 &agrave; 20),1050.0,Non meublé,4,,73 m,Appartement,Rennes,699829000
699821924,,A (moins de 50),35000,A (moins de 5),260.0,Meublé,1,,12 m,Appartement,Rennes,699821924
699954397,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),560.0,Non meublé,2,5259,45 m,Appartement,Rennes,699954397
682038816,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),641.0,Non meublé,4,8845v,67 m,Appartement,Rennes,682038816
699709323,,Vierge,35000,Vierge,652.0,Non meublé,5,,70 m,Appartement,Rennes,699709323
699703629,,E (de 231 &agrave; 330),35000,E (de 36 &agrave; 55),360.0,Meublé,1,,20 m,Appartement,Rennes,699703629
699991376,Oui,C (de 91 &agrave; 150),35000,E (de 36 &agrave; 55),695.0,Non meublé,3,60169_6647282,67 m,Appartement,Rennes,699991376
643397539,Oui,D (de 151 &agrave; 230),35000,,715.0,,3,g00266859,75 m,Appartement,Rennes,643397539
699817056,Oui,E (de 231 &agrave; 330),35000,,360.0,Non meublé,1,ges11500001-227,18 m,Appartement,Rennes,699817056
682174601,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),750.0,,5,ofw-17018-52617-b,78 m,Appartement,Rennes,682174601
681987011,Oui,B (de 51 &agrave; 90),35000,C (de 11 &agrave; 20),560.0,,2,060-2292,47 m,Appartement,Rennes,681987011
681914091,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),537.0,Non meublé,2,129_13398,49 m,Appartement,Rennes,681914091
699676226,Oui,D (de 151 &agrave; 230),35000,F (de 56 &agrave; 80),463.0,Non meublé,2,g_218,35 m,Appartement,Rennes,699676226
699661765,,C (de 91 &agrave; 150),35000,C (de 11 &agrave; 20),1150.0,Non meublé,4,,100 m,Appartement,Rennes,699661765
663485147,Oui,D (de 151 &agrave; 230),35000,,640.0,,2,g00164103,45 m,Appartement,Rennes,663485147
700003056,Oui,B (de 51 &agrave; 90),35000,C (de 11 &agrave; 20),714.0,Non meublé,3,ges04100076-154,64 m,Appartement,Rennes,700003056
699973952,Oui,,35000,,552.0,,3,8085,30 m,Appartement,Rennes,699973952
699519862,,,35000,,500.0,Meublé,2,,29 m,Appartement,Rennes,699519862
699583444,Oui,F (de 331 &agrave; 450),35000,C (de 11 &agrave; 20),434.0,Non meublé,2,13031v,25 m,Appartement,Rennes,699583444
699568513,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),620.0,Non meublé,2,g559cs,48 m,Appartement,Rennes,699568513
681878060,Oui,D (de 151 &agrave; 230),35000,F (de 56 &agrave; 80),445.0,,2,ges21370002,30 m,Appartement,Rennes,681878060
699420185,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),490.0,,1,8366,30 m,Appartement,Rennes,699420185
699390975,,E (de 231 &agrave; 330),35000,E (de 36 &agrave; 55),570.0,Non meublé,4,,73 m,Appartement,Rennes,699390975
681809854,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),540.0,,2,g00163655,53 m,Appartement,Rennes,681809854
699384485,,D (de 151 &agrave; 230),35000,,670.0,Non meublé,3,,62 m,Appartement,Rennes,699384485
699380497,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),730.0,Non meublé,3,7646divgib,56 m,Appartement,Rennes,699380497
699529528,Oui,D (de 151 &agrave; 230),35000,F (de 56 &agrave; 80),750.0,Non meublé,3,g608sb,65 m,Appartement,Rennes,699529528
681714566,Oui,C (de 91 &agrave; 150),35000,,743.0,,3,b-e057qx,67 m,Appartement,Rennes,681714566
699309245,Oui,D (de 151 &agrave; 230),35000,,823.0,,4,g00160522,73 m,Appartement,Rennes,699309245
681809858,Oui,D (de 151 &agrave; 230),35000,,700.0,,3,g00266857,70 m,Appartement,Rennes,681809858
681809845,Oui,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),750.0,,3,g00162673,75 m,Appartement,Rennes,681809845
681809847,Oui,D (de 151 &agrave; 230),35000,,739.0,,3,g00266867,75 m,Appartement,Rennes,681809847
681525544,Oui,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),520.0,Non meublé,1,g952cs,33 m,Appartement,Rennes,681525544
699184348,,,35000,,495.0,Non meublé,3,,65 m,Appartement,Rennes,699184348
699168142,,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),480.0,Non meublé,2,,30 m,Appartement,Rennes,699168142
699139041,,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),435.0,Non meublé,2,,25 m,Appartement,Rennes,699139041
681443873,Oui,D (de 151 &agrave; 230),35000,F (de 56 &agrave; 80),697.0,Non meublé,3,13443v,58 m,Appartement,Rennes,681443873
699114693,,D (de 151 &agrave; 230),35000,C (de 11 &agrave; 20),686.0,Non meublé,3,,65 m,Appartement,Rennes,699114693
662869088,Oui,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),590.0,,2,7136,60 m,Appartement,Rennes,662869088
662868900,Oui,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),645.0,,3,6193,65 m,Appartement,Rennes,662868900
699006314,,D (de 151 &agrave; 230),35000,F (de 56 &agrave; 80),830.0,Non meublé,4,,75 m,Appartement,Rennes,699006314
699018045,Oui,,35000,,516.0,Non meublé,2,apollo,40 m,Appartement,Rennes,699018045
662868996,Oui,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),496.0,,2,6726,48 m,Appartement,Rennes,662868996
699173899,Oui,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),520.0,Non meublé,2,9772v,41 m,Appartement,Rennes,699173899
699173888,Oui,D (de 151 &agrave; 230),35000,F (de 56 &agrave; 80),610.0,Non meublé,2,13587v,52 m,Appartement,Rennes,699173888
619037153,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),520.0,,2,ges10450500,32 m,Appartement,Rennes,619037153
662868970,Oui,C (de 91 &agrave; 150),35000,C (de 11 &agrave; 20),710.0,,3,6575,67 m,Appartement,Rennes,662868970
698956674,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),612.0,Non meublé,4,14759,76 m,Appartement,Rennes,698956674
662868865,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),690.0,,3,6101,77 m,Appartement,Rennes,662868865
699000427,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),610.0,Non meublé,2,ofw-17492-54427-d,45 m,Appartement,Rennes,699000427
662869029,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),498.0,,2,7087,45 m,Appartement,Rennes,662869029
662869042,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),533.0,Non meublé,2,7003,39 m,Appartement,Rennes,662869042
662869102,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),760.0,,4,7229,81 m,Appartement,Rennes,662869102
699034588,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),655.0,Non meublé,3,g12314,57 m,Appartement,Rennes,699034588
662868959,Oui,C (de 91 &agrave; 150),35000,E (de 36 &agrave; 55),760.0,,3,6455,66 m,Appartement,Rennes,662868959
662868979,Oui,E (de 231 &agrave; 330),35000,G (de 81 &agrave; 110),435.0,Non meublé,1,6710,30 m,Appartement,Rennes,662868979
662869031,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),615.0,Non meublé,3,6898,67 m,Appartement,Rennes,662869031
662869053,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),555.0,,3,6971,58 m,Appartement,Rennes,662869053
698898237,Oui,D (de 151 &agrave; 230),35000,C (de 11 &agrave; 20),545.0,Meublé,2,1538,41 m,Appartement,Rennes,698898237
662952453,Oui,F (de 331 &agrave; 450),35000,G (de 81 &agrave; 110),460.0,Non meublé,1,12934v-20-f-4,23 m,Appartement,Rennes,662952453
623212957,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),445.0,Non meublé,1,ges47850001,26 m,Appartement,Rennes,623212957
662952528,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),482.0,Non meublé,2,8981divgibv-20-f-5,41 m,Appartement,Rennes,662952528
698832351,,D (de 151 &agrave; 230),35000,,300.0,Meublé,1,,15 m,Appartement,Rennes,698832351
698830936,,D (de 151 &agrave; 230),35000,C (de 11 &agrave; 20),410.0,Non meublé,1,,16 m,Appartement,Rennes,698830936
698732691,,C (de 91 &agrave; 150),35000,C (de 11 &agrave; 20),790.0,Non meublé,3,,64 m,Appartement,Rennes,698732691
698690668,,G (de 451 &agrave; 590),35000,G (de 81 &agrave; 110),400.0,Non meublé,1,,34 m,Appartement,Rennes,698690668
681050034,Oui,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),785.0,Non meublé,4,11956v,73 m,Appartement,Rennes,681050034
698645615,Oui,B (de 51 &agrave; 90),35000,D (de 21 &agrave; 35),745.0,Non meublé,3,g979sb,68 m,Appartement,Rennes,698645615
698532969,Oui,F (de 331 &agrave; 450),35000,F (de 56 &agrave; 80),565.0,Non meublé,2,1938,37 m,Appartement,Rennes,698532969
698630262,Oui,F (de 331 &agrave; 450),35000,D (de 21 &agrave; 35),458.0,Non meublé,2,a204vh,35 m,Appartement,Rennes,698630262
698760796,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),751.0,Non meublé,3,20659,70 m,Appartement,Rennes,698760796
695651281,,,35000,,1330.0,Non meublé,6,,105 m,Appartement,Rennes,695651281
695640162,,Vierge,35000,Vierge,675.0,Non meublé,3,,45 m,Appartement,Rennes,695640162
698354389,,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),560.0,Non meublé,2,,46 m,Appartement,Rennes,698354389
680713838,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),485.0,Non meublé,2,ges16150720,37 m,Appartement,Rennes,680713838
698369826,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),910.0,Non meublé,4,6318,88 m,Appartement,Rennes,698369826
698229418,,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),420.0,Non meublé,1,,25 m,Appartement,Rennes,698229418
509456014,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),570.0,Non meublé,2,003-2045,50 m,Appartement,Rennes,509456014
652984653,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),327.0,,1,003-2818,18 m,Appartement,Rennes,652984653
644977024,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),605.0,Non meublé,2,g831cs,42 m,Appartement,Rennes,644977024
698099297,,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),620.0,Non meublé,2,,57 m,Appartement,Rennes,698099297
698095617,,Vierge,35000,Vierge,530.0,Non meublé,,,37 m,Appartement,Rennes,698095617
698077734,,E (de 231 &agrave; 330),35000,D (de 21 &agrave; 35),540.0,Non meublé,2,,45 m,Appartement,Rennes,698077734
698392004,Oui,,35000,,720.0,Non meublé,3,2949_10255087,60 m,Appartement,Rennes,698392004
617450864,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),564.0,,3,ofw-6078-13179-m,45 m,Appartement,Rennes,617450864
698015918,,C (de 91 &agrave; 150),35000,C (de 11 &agrave; 20),320.0,Meublé,3,,20 m,Appartement,Rennes,698015918
698010666,,E (de 231 &agrave; 330),35000,E (de 36 &agrave; 55),524.0,Non meublé,3,,31 m,Appartement,Rennes,698010666
675549062,,Vierge,35000,Vierge,470.0,Meublé,2,,23 m,Appartement,Rennes,675549062
676642143,,E (de 231 &agrave; 330),35000,E (de 36 &agrave; 55),295.0,Non meublé,1,,10 m,Appartement,Rennes,676642143
698007406,Oui,D (de 151 &agrave; 230),35000,,801.0,Non meublé,3,60706,75 m,Appartement,Rennes,698007406
697975251,,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),625.0,Non meublé,3,,76 m,Appartement,Rennes,697975251
697972326,,,35000,,562.0,,2,,42 m,Appartement,Rennes,697972326
615998848,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),645.0,,3,003-1835,64 m,Appartement,Rennes,615998848
697800595,,B (de 51 &agrave; 90),35000,C (de 11 &agrave; 20),700.0,,3,,62 m,Appartement,Rennes,697800595
228518258,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),685.0,Non meublé,2,g179sl,70 m,Appartement,Rennes,228518258
661747816,Oui,D (de 151 &agrave; 230),35000,C (de 11 &agrave; 20),598.0,Non meublé,2,12902-20-j-3,55 m,Appartement,Rennes,661747816
661748247,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),660.0,Non meublé,3,1402v-20-j-2,58 m,Appartement,Rennes,661748247
641250969,Oui,E (de 231 &agrave; 330),35000,E (de 36 &agrave; 55),660.0,Non meublé,3,ft-1078,61 m,Appartement,Rennes,641250969
671366641,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),812.0,Non meublé,3,g1661ab,81 m,Appartement,Rennes,671366641
616690052,Oui,F (de 331 &agrave; 450),35000,,620.0,,4,g00360607,72 m,Appartement,Rennes,616690052
641211092,Oui,C (de 91 &agrave; 150),35000,,736.0,,3,3556,67 m,Appartement,Rennes,641211092
697568266,,,35000,,790.0,Non meublé,4,,87 m,Appartement,Rennes,697568266
636813425,Oui,E (de 231 &agrave; 330),35000,,545.0,Non meublé,3,ges10580001-227,39 m,Appartement,Rennes,636813425
679975005,Oui,D (de 151 &agrave; 230),35000,,750.0,Non meublé,3,g00164159,54 m,Appartement,Rennes,679975005
640371046,Oui,D (de 151 &agrave; 230),35000,,600.0,,2,g00164106,44 m,Appartement,Rennes,640371046
697544925,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),510.0,Non meublé,2,g0611am,54 m,Appartement,Rennes,697544925
657100638,Oui,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),810.0,Non meublé,4,ofw-15236-47076-d,71 m,Appartement,Rennes,657100638
679883846,Oui,E (de 231 &agrave; 330),35000,G (de 81 &agrave; 110),670.0,,3,7147,62 m,Appartement,Rennes,679883846
679867738,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),466.0,Non meublé,1,g155kc,40 m,Appartement,Rennes,679867738
679883811,Oui,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),635.0,,3,6127,60 m,Appartement,Rennes,679883811
697435881,,,35000,,550.0,Non meublé,2,,55 m,Appartement,Rennes,697435881
697466647,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),445.0,Non meublé,2,g3710am,40 m,Appartement,Rennes,697466647
679883836,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),750.0,Non meublé,3,6716,66 m,Appartement,Rennes,679883836
697418702,,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),700.0,Non meublé,3,,55 m,Appartement,Rennes,697418702
679883821,Oui,E (de 231 &agrave; 330),35000,G (de 81 &agrave; 110),650.0,,4,6095,80 m,Appartement,Rennes,679883821
697388765,,D (de 151 &agrave; 230),35000,C (de 11 &agrave; 20),390.0,Non meublé,1,,16 m,Appartement,Rennes,697388765
661490709,Oui,A (moins de 50),35000,C (de 11 &agrave; 20),687.0,Non meublé,3,hg1350,62 m,Appartement,Rennes,661490709
679741744,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),885.0,,3,ofw-17338-53670-a,70 m,Appartement,Rennes,679741744
661393497,Oui,D (de 151 &agrave; 230),35000,,590.0,,2,g00162141,57 m,Appartement,Rennes,661393497
697215596,,,35000,,418.0,Non meublé,1,,20 m,Appartement,Rennes,697215596
697224838,Oui,E (de 231 &agrave; 330),35000,,516.0,Non meublé,2,61044,39 m,Appartement,Rennes,697224838
697229520,Oui,E (de 231 &agrave; 330),35000,,495.0,Non meublé,2,62110,30 m,Appartement,Rennes,697229520
697227351,Oui,,35000,,560.0,Non meublé,2,62186,46 m,Appartement,Rennes,697227351
679851298,Oui,C (de 91 &agrave; 150),35000,C (de 11 &agrave; 20),710.0,Non meublé,3,ofw-11919-13580-d,65 m,Appartement,Rennes,679851298
697374548,Oui,D (de 151 &agrave; 230),35000,,764.0,,3,a419,64 m,Appartement,Rennes,697374548
616030282,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),550.0,Non meublé,3,ofw-4505-8439-f,46 m,Appartement,Rennes,616030282
223475928,Oui,D (de 151 &agrave; 230),35000,,460.0,,2,g00163129,30 m,Appartement,Rennes,223475928
